title,content
台積電周跌6.73% 謝金河指半導體股「漲幅過大的修正」：川普成撞破瓷器店的灰犀牛,[FTNN新聞網]記者薛明峻／台北報導因美國前總統、共和黨總統參選人川普（Donald Trump）日前直指台灣「奪取」美國的晶片事業，「應該付保護費」，衝擊台灣晶圓代工龍頭台積電股價從周三起連跌3天，跌幅達8.06%，也拖累大盤3天重挫1127.99點，跌幅4.70%。對此，財訊傳媒董事長謝金河指出，包含輝達、超微、博通都回檔修正逾10%，這是漲幅過大的修正，正好川普效應在這個時候出來，也加速了這個修正，「川普成了撞破瓷器店的灰犀牛」。謝金河昨（20）日在臉書粉專指出，川普劍指台積電，造成台積電股價單週下跌70元，跌幅6.73%，也意外造成全球股市的回檔，特別是有半導體的國家，股市下幅度都不小。跌最慘的是漲幅最大的費城半導體指數，單週大跌8.8%；Nasdaq100指數下跌3.98%；有Asml的荷蘭股市下跌3.96%；台灣的加權指數跌4.38%，都是重災區。謝金河表示，這次跌最慘的是晶片製造設備大廠艾司摩爾（ASML），從1110.09跌到891.66美元，跌19.68%；台積電ADR從193.47跌到165.22美元，跌14.92%，如果從ADR的角度看，季線的位置在161.36美元，台股台積電的季線在893元左右，有可能是這次回檔的支撐。謝金河提到，除了台積電、艾司摩爾，這次領航的輝達（Nvidia）、超微（AMD）、博通（AVGO），回檔修正都逾10%，這是漲幅過大的修正，正好川普效應在這個時候出來，也加速了這個修正，川普成了撞破瓷器店的灰犀牛。謝金河認為，隨著川普勝選機率升高，他的一言一行衝擊金融市場的力量也加大！這幾天，川普修正能源政策的談話，油價顯著下跌，通膨壓力反而降溫！◎《FTNN新聞網》提醒您：本資料僅供參考，投資人應獨立判斷，審慎評估並自負投資風險。
大陸市場占比拉升至16％ 台積電季營收HPC貢獻過半,台積電18日公布第2季財報，其中HPC（高效運算）在季營收占比達52％，超過手機晶片且首度過半，而出貨至大陸的客戶占比也從9％提升至16％，外界猜測因地緣政治預期心理，因此預防性囤貨，分析師認為應是製造加密幣礦機的比特大陸下單。受地緣政治衝突影響，各界持續關注台積電的出貨以及可能的關稅問題，針對第2季財報，台積電的主要客戶仍在北美地區，占比65％，第2大地區的客戶就是大陸地區，占比16％，不過大陸在去年同期占比僅12％，今年第1季更只有9％，遠超原排在第2名的亞太區。知名半導體分析師陸行之發文，指出台積電的HPC營收占比創新高，但輝達、超微採用4、5奈米的產品營收只季增8％，沒有用到的3奈米晶片卻季增89％。陸行之透露，目前台積電3奈米晶片客戶為蘋果、高通、聯發科，在手機的整體營收卻季減1％，因此有網友推測應該是製造加密幣礦機的陸企比特大陸在拉貨，以及部分輝達、超微的3奈米產品的預付款項。
台積電ADR暴跌6%！ 謝金河：台股恐跌６百點、部分個股探半年線,美股科技股崩，市場擔憂AI熱潮是否誇大，台積電ADR更大跌6%。財信傳媒董事長謝金河表示，台股因凱米颱風高掛免戰牌。如果用台積電的跌幅回推台股，今天至少要跌600點以上。台股總要開盤，老人與狗的乖離修正仍將持續，基本面好的，先看季線，基本面不夠強大的，可能到半年線。謝金河指出，凱米颱風襲台，台灣因颱風天放假，正好是美股回檔大修正，今天道瓊工業指數下跌504.22，標普跌128.61，Nasdaq跌654.94，跌幅3.64%，跟台灣命運相連的費城半導體指數大跌292.25，跌幅5.41%。今天眾多半導體股慘跌，台積電ADR跌5.9%，從最高的193.47跌到159.59美元，跌幅17.51%，市值蒸發逾1100億美元，如果用台積電的跌幅回推台股，今天至少要跌600點以上。謝金河也指出，大多數漲幅很大的半導體股，這個回合修正都很激烈，像ASML從1110.09跌到870.76，跌幅21.56%，也導致荷蘭股市加速下跌。輝達分割後，從140.76跌到113.44美元，也跌了19.51%，AMD跌22.82更慘，最近的美商超微跌勢也很猛烈，今天下跌逾9.5%，AVGO分拆後也跌18.27%，高通跌21.5%。今天跌最慘的是Tesla，預告財報不佳，淨利連續4個季度衰退，毛利率從16.4%降到14.6%，股價大跌12.33%，從271跌到214.71美元。這一次股價彈升後，終於要面對基本面。謝金河說明，接下來台股總要開盤，老人與狗的乖離修正仍將持續，基本面好的，先看季線，基本面不夠強大的，可能到半年線。這次很多PC大廠修正到年線以下，像緯創，技嘉，光寶都是小狗跑到主人後面的代表性！
台積電爆違約交割2.2億元》股市跌 違約交割增 專家：小心以後申請房貸受影響,近期美股及台股漲多回落速度較快，加上台積電法說會後利多消息不斷，吸引了部分投資人抄底，但由於操作失誤，資金不足以完成交割，導致違約。（照片來源／pixabay@StockSnap）近日，台北股市大幅下跌，台積電的跌幅更成為市場焦點。7月23日，台灣證券交易所統計，有五家券商申報集中市場違約買進加計賣出的金額高達3.2億元，其中台積電一檔個股的違約金額就高達2.2億元，且這是自2022年7月12日以來的新高紀錄。 法說會後利多消息不斷，吸引投資人抄底台積電在美國掛牌的ADR持續回落，19日股價跳空跌破1000元大關，最低收在970元。雖然跌幅較大，但並未鎖定漲停或跌停，理論上投資人是有機會反向沖銷的。然而，近期美股及台股漲多回落速度較快，加上法說會後利多消息不斷，吸引了部分投資人抄底，但由於操作失誤，資金不足以完成交割，導致違約。而「少年股神」在當沖操作失利後無力交割，也在網路上引起熱議，有網友紛紛表示「身上沒有足夠現金交割，收盤前，還不認賠沖掉，真的是不知在想什麼」、「以為撿到鑽石，無限開槓桿最後翻車了」。台積電今年二度出現違約交割而根據證交所的數據顯示，23日申報台積電違約交割的券商有元大北府、群益東門、富邦台南、美好蘆洲、國泰敦南等五家公司，這是今年台積電第二次出現違約交割事件，第一次是在6月21日，由國票安和申報的2892萬元違約交割。除此之外，今年其他幾起鉅額違約交割案還包括4月12日康和南崁及華南中正申報的士電2616萬元，以及7月12日台銀證券申報的聯發科5740萬元。違約交割最嚴重將會面臨刑責專家指出，因為台灣的股市具有「T+2交割制度」，在下單當天（T日）系統顯示成交後，都還不會從交割帳戶扣款或入帳，而是在購買股票後的第二個營業日（T+2）才會從交割戶扣款或收款。在買股票時千萬要注意的是，一定要確認銀行交割帳戶的金額是否充足，避免發生違約交割的情節！所謂的違約交割指的就是股票買賣已經完成，但銀行交割戶卻沒有扣款成功的情況。一旦發生違約交割，其實券商依照規定是要申報的，那這時候投資人也可能會面臨相關的法律風險。法律風險包含了民事責任及刑事責任，民事責任的部分依照規定，券商是可以向客戶收取最高7％的違約金；而假如違約交割的情節較嚴重，甚至可能會影響到市場秩序的話，就要面臨3年以上10年以下的相關刑責。除此之外，違約交割其實也會留下紀錄，影響到個人信用的問題，因此當日後有申請車貸、房貸的需求時，就有可能會碰到阻礙。投資人應審慎評估投資狀況，隨時留意交易紀錄及資金運用情形，避免無法履行交割義務，以保護自身投資權益。(原始連結)
颱風救台股？台積電ADR摔近6％ 謝金河：開盤恐跌600點,財經中心／周孟漢報導凱米颱風來勢洶洶，繼昨（24）日全台放颱風假後，今（25）日也再度放假，台股更因此停牌2天，不過颱風正來襲之時，美國半導體股便面臨集體慘跌情況，台股也因此躲過一劫。對此，財信傳媒董事長謝金河表示台積電ADR跌近6％，「如果用台積電的跌幅回推台股，今天至少要跌600點以上」。謝金河今（25）日上午在臉書以「台股高掛免戰牌，今天若開盤恐凶多吉少」為題發文，表示台灣因颱風天放假，正好是美股回檔大修正，「今天道瓊工業指數下跌504.22，標普跌128.61，Nasdaq跌654.94，跌幅3.64％，跟台灣命運相連的費城半導體指數大跌292.25，跌幅5.41％……」。<BR>謝金河指出，「今天眾多半導體股慘跌，台積電ADR跌5.9％，從最高的193.47跌到159.59美元，跌幅17.51％，市值蒸發逾1100億美元，如果用台積電的跌幅回推台股，今天至少要跌600點以上。大多數漲幅很大的半導體股，這個回合修正都很激烈，像ASML從1110.09跌到870.76，跌幅21.56％，也導致荷蘭股市加速下跌。輝達分割後，從140.76跌到113.44美元，也跌了19.51％，AMD跌22.82更慘，最近的美商超微跌勢也很猛烈，今天下跌逾9.5％，AVGO分拆後也跌18.27％，高通跌21.5％」。<BR>至於今（25）日跌最慘的則是「Tesla」，謝金河表示「預告財報不佳，淨利連續4個季度衰退，毛利率從16.4％降到14.6％，股價大跌12.33％，從271跌到214.71美元。這一次股價彈升後，終於要面對基本面」。<BR>最後，謝金河提醒，「接下來台股總要開盤，老人與狗的乖離修正仍將持續，基本面好的，先看季線，基本面不夠強大的，可能到半年線。這次很多PC大廠修正到年線以下，像緯創，技嘉，光寶都是小狗跑到主人後面的代表性！」。原文出處：凱米颱風救了台股？台積電ADR「狠摔近6％」謝金河：若開盤恐跌600點
台積電重挫！謝金河分析「基本面不受影響」仍看好：跟著美股拉回修正,台積電這幾天面臨挫跌，股價今（28）日終場下跌55元，收在924元，台股指數也大跌752點。對此，財信傳媒集團董事長謝金河在《數字台灣》中表示，現在美國科技股也面臨風暴，全世界與AI連動的半導體類股都有非常大的賣壓，不過根據台積電公布的第二季財報顯示，其基本面並沒有受到太多影響，應是股價累積大量漲幅之後所做的拉回修正；而呂張投資團隊總監呂宗耀也分析台灣與美中在AI產業下的發展，指出台灣會「不斷往前奔跑」，籲民眾樂觀看待市場前景，更強調「現在台灣的股市沒有天花板」。針對台積電重挫，謝金河表示美股從25號科技股就開始下跌，大多數科技巨頭如蘋果、Google等都有很沉重的跌幅，其中也包括了台積電，不過雖然台積電面臨回檔壓力，但基本面沒有受到太大的影響，根據第二季財報顯示，其稅後淨利是2478.5億元，單季每股盈餘9.56元，等於上半年已賺了18塊多，分析台積電全年有將近40塊左右的實力。呂宗耀則指出，他對台灣產業及股市能夠持續往前非常樂觀，並把全球分成「開發國家」及「開發中國家」來分析，指出開發國家經濟要繁榮，就必須要做到「產業創新」，而現在正好是AI剛起步的時代，AI製造鏈讓美國連動了日本、韓國以及台灣，所以當美國在這一波的產業創新裡取得興盛，「台灣與日本就絕不會敗」，因為這兩個地區是美國要保持AI創新經濟最重要的重心。呂宗耀續指，而開發中國家經濟最依靠的則是「資源導入」，並以中國為例，指出美國在當時大量投入資源到中國，造就了中國這幾十年來的繁榮興盛，但同時也讓它們忘掉了自己經濟最源頭的基石是依靠外國導入，因此當後來資源被拉出，就會陷入有如1997年的東南亞金融風暴一般的局面，「而中國目前正陷入資源被不斷拉出的困境。」呂宗耀說，現今半導體跟AI帶出了全球產業的消費，而依美國過去50年歷史來看，每當有一波創新產業問世，在10年的經濟循環裡面，美國的GDP至少會平均成長2.5%以上，因此AI產業是這一次美國的經濟主軸。且2023年，全球的AI投資共430億美金，美國就佔了其中的310億美金，而中國只有20億美金，從這裡就能看出AI產業帶來的經濟效益，幾乎已經決定了未來地緣政治的走向。呂宗耀強調，在美國華爾街所稱的「AI5大公司」裡面，台灣只有一家台積電入榜，但它卻拉出了台灣在半導體上中下游供應鏈裡所有的向陽產業，從半導體的設廠到材料、製造、產物、AI運算伺服器的機殼、PCB板，還有軟體、智慧製造、機器人等AI終端應用，台灣廠商都能受惠其中，所以在這樣的產業框架下，「台灣會欣喜與困愁並行，但同時也不斷的往前奔跑。」呂宗耀呼籲民眾，不要因為這幾天的下跌修正就對股市過度悲觀，指出目前台股在2萬點以上的震盪起伏，就像是跑累了在休息一樣，所以可以樂觀看待市場前景，更強調「現在台灣的股市沒有天花板」。
一改頹勢拚反彈！台股開盤上漲202點 台積電開942元,"即時中心／梁博超報導美股上週五收高，台股今（29）日也一改頹勢，以上漲202.16點、22,321.37點開出；目前上漲256.77點，來到22,375.98點。台積電ADR上週五收漲1.04%，今日台積電（2330）開盤上漲18元、開在942元。權值股今日普遍上漲。電子方面，鴻海（2317）開在196元，上漲4元；聯發科（2454）開在1,265元，上漲20元；廣達（2382）開在278元，漲3元；台達電（2308）開397.5元，上漲9.5元；日月光投控（3711）開156元，漲0.5元；大立光（3008）以2,820元開出，上漲50元。金融方面，富邦金（2881）上漲1.1元，開在86元；國泰金（2882）以62.4元開出，漲0.9元；中信金（2891）開36.2元，漲0.6元。隨著投資人權衡美國最新通膨數據，上週五美股收高，終場道瓊工業指數大漲1.64%，收在40589點；標普500同樣上揚1.11%；那斯達克指數則漲1%。分析指出，週五走勢源自於賣超情緒以及美國優於預期的GDP報告，投資人同時也看好聯準會將因經濟復甦而開始降息。《民視新聞網》提醒您：內容僅供參考，投資人於決策時應審慎評估風險，並就投資結果自行負責。原文出處：快新聞／一改頹勢拚反彈！台股開盤上漲202點 台積電開942元"
錸德強勢回歸噴漲停！台積電、鴻海、聯發科齊漲2% 台股早盤強彈352點,[FTNN新聞網]記者薛明峻／台北報導因美國通膨數據降溫、市場對降息期待升高，美股四大指數上周五強彈，也激勵台股今（29）日跌深反彈，早盤以22321.37點、上漲202.16點開出，指數隨後噴高大漲352.19點至22471.40點，權值三王台積電、鴻海、聯發科全面開高，不過隨著三王股價拉回，加權指數也逐漸收斂，回到22300點至22400點之間震盪。各類股中，營建、金融等表現出色，綠能、航運業較為弱勢，而之前連拉多根漲停的錸德（2349）強勢回歸，衝上16.05元亮燈漲停。權值三王今開盤齊漲，權王台積電（2330）開高上漲18元至942，早盤股價一度來到944元，上漲20元，漲幅超過2%，維持盤上震盪；鴻海（2317）開盤上漲4元至196元，之後一度來到197元，漲幅同樣超過2%，不過隨後漲幅收斂拉回平盤上震盪；聯發科（2454）則以1265元開出，上漲20元，之後股價一度來到1280元，漲35元，漲幅2.81%，不過隨後漲幅收斂拉回平盤上震盪。各類股中，金融一片紅通通，傳產族群的營建、居家生活、觀光餐旅等也表現出色；綠能、運輸、油電燃氣、半導體、電腦及週邊等則較為弱勢。早盤有超過10檔個股飆上漲停，包括之前連拉多根漲停的錸德（2349）強勢回歸，衝上16.05元亮燈漲停；筆電族群倫飛（2364）也來到92.5亮燈；營建族群的京城（2524）怡華（1456）、富宇（4907）、華建（2530）早盤亮燈。此外，無敵（8201）、晟鈦（3229）、昶昕（8438）、橋樁（2062）、全譜（6228）、宏碩系統（6895）、琉園（9949）、東生華（8432）等，早盤也都衝上漲停。
〈台股開盤〉台積電重啟攻勢助大盤強彈逾300點 收復季線,台股上周五 (26 日) 大幅回檔修正，今 (29) 日早盤在台積電大漲近 20 元的情況下，帶動台股大盤反彈超過 300 點，最高漲至 22471.4 點，收復季線，預估成交量 5300 億元。除權值股走揚，被視為災後重建的營建族群今天為盤面另一亮點。權值股今天紛紛走揚，台積電 (2330-TW) 大漲 20 元，最高漲至 944 元，漲幅逾 2%，聯發科 (2454-TW)、鴻海 (2317-TW) 漲逾 1%，台達電 (2308-TW) 同樣漲逾 1%，不過上周五慘跌停的日月光 (3711-TW) 今天續跌，開高走低，跌幅約 0.96%。凱米颱風重創中南部，被視為災後重建的營建股今天續強，怡華 (1456-TW) 亮燈漲停鎖住 26.25 元，新美齊 (2442-TW)、三地開發 (1438-TW) 與華建 (2530-TW) 漲逾半根停板，華友聯 (1436-TW)、潤弘 (2597-TW) 以及京城 (2524-TW) 漲逾 4%，國揚 (2505-TW) 興富發 (2542-TW)、永固 - KY(5546-TW) 及建國 (5515-TW) 也都有 2 至 3% 的漲幅。金融族群今天也有所表態，統一證 (2855-TW)、群益證 (6005-TW) 漲逾 3%，富邦金 (2881-TW) 漲逾 2%，元大金 (2885-TW)、國泰金 (2882-TW)、開發金 (2883-TW)、中信金 (2891-TW)、新光金 (2888-TW) 以及兆豐金 (2886-TW) 也都有超過 1% 的漲幅。
台積電強化使用再生能源比例增至11.2% 2040年目標達100%,台積電表示，推動低碳製造，將持續購買再生能源及設置太陽能發電系統。2023年約使用25.9億度再生能源，使用比例提升至11.2%，預計2040年再生能源使用比例達到100%目標。台積電公告ESG（環境、社會責任、公司治理）資料指出，推動低碳製造、使用再生能源、提升能源使用效率、強化氣候韌性是台積電因應氣候變遷或溫室氣體管理的策略。在使用再生能源推動低碳製造方面，台積電表示，將持續購買再生能源及設置太陽能發電系統，預計2030年再生能源使用比例達60%，2040年進一步達到100%目標。台積電統計，2023年約使用25.9億度再生能源，再生能源使用比例11.2%。因應先進製程技術演進可能增加的能源消耗，台積電新成立綠色製造部。台積電表示，將藉由整合節能減碳、資源循環與水回收再利用等各項永續行動，協助節能團隊落實各項節能專案，創造更多節能機會、擴大綠色影響力。為實踐資源循環零廢棄的永續願景，台積電積極創新回收與再利用技術，透過「資源高值化行動方案」持續擴充廠內資源再生活化比例。台積電中科「零廢製造中心」於2023年12月正式運轉，攜手五家供應商啟動廢溶劑回收、污泥再利用、電子級化學品回用等多項資源再生專案，並規畫於南科及竹科建置零廢製造中心，擴大循環經濟影響範疇。
台積電獨漲20元！AI、重電、綠能遭狙殺 台股「拉積盤」漲45點收22164點,[FTNN新聞網]記者薛明峻／台北報導由於美股四大指數上周五強彈，且台積電ADR上漲1.04%，激勵台股今（29）日開高上漲202.16點，指數隨後噴高來到22471.40點，上漲352.19點，不過隨著權值股漲勢收斂、翻黑，指數也緩步拉回，儘管台積電強漲20元，貢獻大盤約161點，終場集中市場僅上漲45.28點，收在22164.49點，成交金額3992.50億元。若扣除台積電上漲影響，加權指數下跌逾百點，上市個股超過7成均下跌，為名副其實的拉積盤。因美國通膨數據降溫、市場對降息期待升高，美股四大指數上周五全面反彈，道瓊上漲654.24點至40589.34點，漲幅1.64%；那斯達克上揚176.18點至17357.88點，漲幅1.03%；標普500揚升59.88點至5459.10點，漲幅1.11%；費半則強漲97.77點至5103.13點，漲幅1.95%最多。台積電ADR則上漲1.66美元至161.94美元，漲幅1.04%。受美股激勵，台股今日早盤以22321.37點、上漲202.16點開出，指數隨後噴高大漲352.19點至22471.40點，權值三王全面開高，權王台積電（2330）開高上漲18元至942，早盤股價一度來到944元，上漲20元，漲幅超過2%；鴻海（2317）開盤上漲4元至196元，之後一度來到197元，漲幅同樣超過2%；聯發科（2454）則以1265元開出，上漲20元，之後股價一度來到1280元、漲35元，漲幅達2.81%。不過隨著鴻海漲幅收斂、聯發科盤中翻黑，多數權值股也開高走低，加權指數一路走低，盤中甚至一度貼近平盤僅漲8點，險些翻黑。終場集中市場收在22164.49點，上漲45.28點，漲幅0.20%，成交金額3992.50億元。權值股中，台積電收漲20元至944元，漲幅2.16%；鴻海漲1%至193元，漲幅0.52%；台達電（2308）漲8元至396元，漲幅2.06%；聯發科收跌5元至1240元，跌幅0.40%；創意（3443）下跌130元至1205元，慘吞跌停；欣興（3037）下跌10元至181元，跌幅5.24%；世芯-KY（3661）則下跌190元至2500元，跌幅7.06%。營建族群今日持續撐盤，京城（2524）收漲停93.2元、新美齊（2442）收漲停37.25元，另外包括綠意（2596）、昇益（5455）、鑫龍騰（3188）、富宇（4907）、富旺（6219）均收漲停。其餘個股，理銘（6212）收漲9%；長虹（5534）、潤弘（2597）、晶悅（2718）漲幅超過7%；華建（2530）、亞昕（5213）漲6%；華友聯（1436）、森寶（3489）漲幅也超過5%。金融族群也漲多跌少，富邦金（2881）、安泰銀（2849）、元大金（2885）、國票金（2889）漲幅均超過2%；國泰金（2882）、台新金（2887）、華南金（2880）、兆豐金（2886）、中信金（2891）等，漲幅也超過1%。AI族群則全面綠油油，矽統（2363）慘吞跌停，收76.3元；勤誠（8210）下跌6%；技嘉（2376）、英業達（2356）下跌逾5%；緯穎（6669）、仁寶（2324）下跌逾3%；緯創（3231）、華碩（2357）、宏碁（2353）、京元電子（2449）、定穎投控（3715）跌幅超過2%；廣達（2382）跌幅也有1%。電機機械盤中也遭狙擊，羅昇（8374）收跌停110.5元、穎漢（4562）同樣收跌停為53.7元，此外，「重電四雄」中興電（1513）重摔18.5元至194元，跌幅8.71%；士電（1503）下挫23元至250元，跌幅8.42%；華城（1519）崩跌64元至711元，跌幅8.26%；亞力（1514）也重挫12.5元至139.5元，跌幅8.22%。連帶綠能環保族群今日也慘兮兮，雲豹能源（6869）慘吞第三根跌停，收237元；森崴能源（6806）、天方能源（3073）、綠電（8440）重挫7%；達能（3686）跌幅也超過6%。
自營商大逃亡！「這檔」被丟1.3萬張超慘…台積電也遭砍千張 網：下手真狠,"[FTNN新聞網]記者蕭宥彤／台北報導台股今（29）日開高震盪，終場指數上漲45.28點，收在22,164.49點，漲幅0.2%。據證交所公布籌碼動向，自營商（自行買賣）今天賣超48.87億元，分析其賣超張數前十大個股，冠軍為玉山金，賣超1.3萬張，已連2賣，股價已連2慘跌。此外，護國神山台積電今天漲2.16%至944元，也被出貨千張，入榜前十。對此，有網友也驚呼「自營下手真狠」。觀察自營商（自行買賣）今日賣超前十大個股，包括5檔電子股、2檔傳產股及3檔金融股。賣超張數方面，玉山金（2884）以賣超1萬3801張居榜首；第二名為聯電（2303），賣超5632張，連3賣；第三名是冠德（2520），賣超2712張，連2賣；第四、五名則為國票金（2889）、廣達（2382），分別被出貨2097張和1851張，國票金為連3賣，而廣達則是連2被倒貨。 第六至十名依序如下，京元電子（2449）賣超1766張；群創（3481）賣超1288張；長榮（2603）賣超1234張；台積電（2330）賣超1222張；中信金（2891）賣超1212張。◎《FTNN新聞網》提醒您：投資人應獨立判斷，審慎評估並自負投資風險。"
外資賣超縮至6億轉進金融股、台積電 7月以來甩賣台股3100億,台股今 (29) 日小漲 45 點收 22164 點，外資賣超縮至 6.76 億元，外資買盤大舉掃貨金融股及台積電，賣超四大高息 ETF 共逾 10 萬張，累計外資 7 月以來賣超金額高達 3101 億元。三大法人今天合計賣超 85.97 億元，除了外資賣超 6.79 億元外，自營商大砍 141.15 億元，投信仍站買方，買超 61.95 億元。外資大舉掃貨金融股，包括台新金 1.72 萬張、第一金 1.6 萬張、中信金 1.41 萬張、開發金 1.23 萬張、兆豐金 1.02 萬張、華南金 9828 張、合庫金 9526 張、永豐金 88905、彰銀 8768 張、元大金 6792 張、臺企銀 6050 張。另外，外資也買超台積電 9368 張、鴻海 5579 張二大權值，傳產則有中石化 5809 張、亞泥 5234 張，ETF 以富邦恒生國企正 2 9890 張、凱基 A 級公司債 6496 張。外資今日賣超多檔高息 ETF，復華台灣科技優息 (00929)4.7 萬張、元大台灣價值高息 (00940)2.36 萬張、國泰永續高股息 (00878)2.08 萬張、元大高股息 (0056)9766 張。其餘個股方面，外資賣超面板雙虎友達 2.51 萬張、群創 5915 張，以及燿華 1.11 萬張、仁寶 1.09 萬張、力成 7178 張、宏碁 6829 張、力積電 6129 張等電子股，以及玉山金 1.53 萬張及潤泰新 7673 張。
創意再吞跌停「玩燈」！台積電跌16元 台股重挫268點「失守22000大關」,[FTNN新聞網]記者薛明峻／台北報導美股四大指數周一漲跌互見，但台積電ADR下挫1.19%，拖累台股今（30）日在台積電領跌下開低，早盤以22040.04點、下跌124.45點開出，隨後指數摜破22000點大關，最低來到21896.07點，大跌268.42點。權值股台積電、鴻海、聯發科開盤齊跌，金融、綠能、半導體等表現弱勢，但昨日重挫的電機機械今日有撐，表現出色。個股中，創意則打至1085元慘吞跌停，維持跌停開開關關「玩燈」。權值三王開盤齊跌，權王台積電（2330）開低下跌14元至930元，之後股價更一度來到928元，下跌16元，跌幅1.69%，股價位於盤下震盪；鴻海（2317）開盤下跌2.5元至190.5元，之後雖一度摜至189元，跌幅超過2%，不過隨後在買單敲進下一度翻紅；聯發科（2454）則以1230元開出，下跌10元，之後股價一度來到1215元，跌25元，跌幅逾2%。各類股中，昨日重摔的電機機械今日有撐，營建、航運、生技表現較為強勢；而半導體及居家生活、綠能等表現較為弱勢。早盤不到10檔個股飆上漲停，光電股銘旺科（2429）衝上33.95元亮燈、誠泰科技（4767）、豪勉（6218）、宏太-KY（2924）也鎖上漲停；興泰（1235）、一詮（2486）、全譜（6228）一度亮燈。而創意（3443）、晟鈦（3229）、同泰（3321）、金橋（6133）早盤則一度打至跌停。
台股早盤跌逾200點！再度摜破22000點關卡 台積電最低跌16元至928元,美股昨小跌49點，3大指數漲跌互見。台股今日（7/30）早盤開低大跌逾200點。9:51左右，台股跌勢加劇，摜破前波最低點21889.61點，指數最低來到21879.32點，仍在季線之下。截至9:55左右，台股約跌250點，指數在21907點附近盤整。台積電昨日收在944元，今日早盤最低跌16元至928元，最高跌9元至935元，目前股價仍在季線之上，公司市值來到24.12兆元。截至9:45左右，台積電跌了15元，現股價929元。其他權值股皆下挫，跌幅介於0.52%～2.61%之間。聯發科跌20元，現股價1220元。國泰金跌了1.5元，目前股價61.2元，跌幅逾2%。日月光投控跌4元，股價149.5元，跌幅2.61%。美國道瓊工業指數周一小挫49.41點，收在40539.93點，跌幅僅0.12%。那斯達克指數小漲12.32點，以17370.2點作收，漲幅0.07%。標普500指數小漲4.44點，收5463.54點，漲幅0.08%。費城半導體指數小挫15.51點，以5087.62點作收，跌幅0.3%。
台積電帶頭台股嚇挫近300點 網友：快逃啊,財經中心／綜合報導美國聯準會、日本、英國央行即將公布最新利率決策，市場觀望氛圍濃厚，美股四大指數漲跌互見，台積電ADR下跌1.19％，日月光ADR下跌3.68％，聯電ADR則下挫1.95％，也讓台股再度面臨強大修正壓力，今天(30日)一開盤下跌124點，以22040點開出，開盤不到10分鐘，指數持續下探，一度重挫268點，最低來到21896點，失守22000關卡，而權值王台積電以930元開出，盤中一度重跌16元，最低來到928元，台股持續震盪修正。除了台積電，鴻海以190.5元小跌開出，盤中最低來到189元，一度跌4元，跌幅2.07%，聯發科股價以1230元開出，盤中最低來到1215元，跌25元，跌幅2.02%。台股食品、金融、電子、半導體早盤類股指數下跌，營建類股指數上揚，電子股指數早盤下跌 0.58%，占大盤成交值達 64.43%。<BR>金融股一片綠油油，不過航運股逆勢抗漲，包括長榮海以165元開出，盤中最高來到167元，漲5元，漲幅3.09%；陽明以61.8元，最高62.4元，漲2.4元，漲幅4%，萬海以75.6元開出，最高來到76.4元，漲3.5元，漲幅4.8%。台股若以成交量來大，元大台灣50反1股價最高來到3.55元，開盤30分鐘，成交量衝破6.6萬張，榮登台股成交王。《民視新聞網》提醒您：內容僅供參考，投資人於決策時應審慎評估風險，並就投資結果自行負責。原文出處：台積電帶頭跌 台股開盤10分鐘重挫268點
電子回神！台積電、大立光、鴻家軍力挺 台股午盤黑翻紅,台股今日上演大怒神戲碼，早盤開低走低，盤中一度來到21833點，跌逾330點，隨後震盪整理後於11點時開始走揚，更於午盤左右強拉，由黑翻紅，來到22174點，小漲11點，震幅約340點。這波拉抬的幕後功臣有台積電（2330），從日內低點926元拉抬至943元，雖然仍小跌1元，但這波拉抬貢獻指數約136點，鴻海（2317）更是由黑翻紅，自日內低點189元拉抬至196元，漲3元，一波拉抬貢獻指數28點，而聯發科（2454）也自日內低點1210元由黑翻紅，來到1245元，一波拉抬也貢獻指數約100點。其他如：台達電（2308）也由黑翻紅，自日內低點389元拉抬至397.5元，漲1.5元，日月光投控（3711）也由黑翻紅自日內低點149元強拉至155元，漲1.5元，大立光（3008）也自2770元的日內低點強拉至2905元，漲125元。▼台股今上演大怒神戲碼。（圖／翻攝自XQ全球贏家）（封面圖／取自PhotoAC）
